PID,Type,SMILES,H2,CO2,O2,N2,CH4
Perm138,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C2=CC=C(*)C=C2)C=C1,,5.6,1.3,0.236,0.255
Perm140,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=CC3=C(*)C=CC=C23)C=C1,8.1,1.6,0.42,0.0568,0.0364
Perm141(ladder),Polymers with High Free Volume,*OC1=CC=C(C=C1O*)C1=C(C2=CC=C(C=C2)C#N)C(C2=CC=C(C=C2)C#N)=C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)C(C2=CC=C(C=C2)C#N)=C1C1=CC=C(C=C1)C#N,734.0,1300.0,205.0,52.0,93.0
Perm142,Polyimides and Polypyrrolones,*OC1=CC=C(OC2=CC3=C(C=C2)C(=O)N2C4=C(C=C(OC5=CC6=C(C=C5)N=C5N6C(=O)C6=C5C=CC(*)=C6)C=C4)N=C32)C=C1,5.34,,0.23,0.036,
Perm143,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,,0.963,0.259,0.0398,0.0311
Perm144,Polysulfones,*OC1=CC=C(OC2=CC=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(*)C=C3)C=C2)C=C1,15.0,4.3,1.1,0.196,0.18
Perm145,Polyesters,*OCCCCCC(*)=O,5.06,16.8,1.3215,0.59,1.57
Perm146,Uncategorised,*SC1=CC=C(*)C=C1,,1.6,0.19,0.046,0.066
Perm147,High Temperature Polymers,BrC1=C(C=CC(*)=C1)C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(*)=N2)C=C1,0.38,,0.006,,
Perm148,Polyimides and Polypyrrolones,BrC1=CC(*)=CC=C1CC1=C(Br)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,,0.315,0.0923,0.0103,0.0054
Perm149,Uncategorised,BrC1=CC(=CC(Br)=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,62.2,20.4,4.83,0.704,0.567
Perm150,Uncategorised,BrC1=CC(=CC(Br)=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,27.1,8.34,1.96,0.282,0.206
Perm151,Parylenes,BrC1=CC(C*)=CC=C1C*,0.452,0.036,0.0241,0.00061,
Perm152,High Temperature Polymers,BrC1=CC(C2=NC3=C(N2)C=CC(=C3)C2=CC3=C(NC(*)=N3)C=C2)=C(Br)C=C1*,1.89,,0.07,,
Perm153,Vinyl and Vinylidene Polymers,BrC1=CC=C(C=C1)C(*)C*,,8.5,1.9,0.32,0.48
Perm154(ladder),Polymers with High Free Volume,BrC1=CC=C(C=C1)C1=C(C2=CC=C(Br)C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C(Br)C=C2)C(C2=CC=C(Br)C=C2)=C1C1=CC=C(O*)C(O*)=C1,694.0,1430.0,203.0,54.0,102.0
Perm155,Polyphosphazenes,BrC1=CC=C(OP(*)(OC2=CC=C(Br)C=C2)=N*)C=C1,,4.1,0.91,0.18,0.35
Perm156,Vinyl and Vinylidene Polymers,CC(*)(C*)C#N,,0.0032,0.0012,,
Perm157,Vinyl and Vinylidene Polymers,CC(*)(C*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,82.0,130.0,30.0,15.0,14.0
Perm158,Vinyl and Vinylidene Polymers,CC(*)(C*)C1=CC=CC=C1,,3.0,0.82,0.15,0.14
Perm159,Polymers with High Free Volume,CC(*)=C(*)C1=CC=CC=C1,199.0,174.3,36.75,12.25,5.2
Perm160,Polymers with High Free Volume,CC(*)=C(*)[Si](C)(C)C,15500.0,31900.0,12250.0,5650.0,14500.0
Perm161,Polyolefins,CC(*)C*,,9.2,1.41,0.5,
Perm162,Vinyl and Vinylidene Polymers,CC(=O)OC(*)C*,9.19,,0.488,,
Perm163,Vinyl and Vinylidene Polymers,CC(=O)OC(*)CC(C*)(C#N)C#N,,,0.16,0.0138,
Perm164,Vinyl and Vinylidene Polymers,CC(=O)OC1=CC=C(C=C1)C(*)C*,,16.3,3.1,0.64,0.99
Perm165,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,4.67,3.55,0.92,0.15,0.08
Perm166,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,6.56,5.05,1.19,0.23,0.12
Perm167,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,3.18,2.38,0.61,0.1,0.05
Perm168,Cellulosic Polymers,CC(=O)OC1C(*)C(COC(=O)NC(C)(C)C)OC(O*)C1OC(C)=O,31.0,28.5,4.3,0.98,1.4
Perm169,Cellulosic Polymers,CC(=O)OC1OC(O*)C(OC(C)=O)C(O)C1*,12.0,3.5,0.735,0.14,0.15
Perm170,Cellulosic Polymers,CC(=O)OC1OC(O*)C(OC(C)=O)C(OC(C)=O)C1*,15.5,6.56,1.46,0.23,0.2
Perm171,Hydrocarbon Elastomers,CC(C)(*)C*,13.3,,2.89,0.76,
Perm172,High Temperature Polymers,CC(C)(C)C1=CC(*)=CC(=C1)C1=NC2=C(C=CC(=C2)C2=CC3=C(C=C2)N(C(*)=N3)[Si](C)(C)C)N1C[Si](C)(C)C,,,,,
Perm173,High Temperature Polymers,CC(C)(C)C1=CC(*)=CC(=C1)C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(*)=N2)C=C1,10.68,1.91,0.42,0.06,0.05
Perm174,Polyamides and poly(amide-imides),CC(C)(C)C1=CC(=CC(=C1)C(*)=O)C(=O)NC1=CC=C(C=C1)C(=O)C1=CC=C(N*)C=C1,,4.96,1.16,0.23,
Perm175,Polyamides and poly(amide-imides),CC(C)(C)C1=CC(=CC(=C1)C(=O)NC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(*)C=C1)C(=O)N*,,37.7,8.0,1.404,1.545
Perm176,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,53.95,21.5,5.63,0.89,0.853
Perm177,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,149.0,85.1,22.1,4.47,3.36
Perm178,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,139.0,69.5,16.8,2.895,2.77
Perm179,Uncategorised,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,67.4,30.6,7.41,1.19,1.09
Perm180,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,67.5,30.6,7.41,1.28,1.09
Perm181,Polyphosphazenes,CC(C)(C)C1=CC(=CC(OP(Cl)(*)=NP(OC2=CC(=CC(=C2)C(C)(C)C)C(C)(C)C)(OC2=CC(=CC(=C2)C(C)(C)C)C(C)(C)C)=N*)=C1)C(C)(C)C,75.0,27.0,11.0,3.0,5.0
Perm182,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C)C1=CC(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)=CC=C1O*,,4.65,1.39,0.217,0.221
Perm183,Polyamides and poly(amide-imides),CC(C)(C)C1=CC(OC2=CC=C(C=C2)C(=O)NC2=CC=C(C=C2)C(C)(C)C2=CC=C(N*)C=C2)=C(C=C1OC1=CC=C(C=C1)C(*)=O)C(C)(C)C,,13.0,3.11,0.46,0.47
Perm184,Polyamides and poly(amide-imides),CC(C)(C)C1=CC(OC2=CC=C(C=C2)C(=O)NC2=CC=C(C=C2)C(C2=CC=C(N*)C=C2)(C(F)(F)F)C(F)(F)F)=C(C=C1OC1=CC=C(C=C1)C(*)=O)C(C)(C)C,,36.0,7.88,1.51,1.24
Perm185,Polyimides_NEW,CC(C)(C)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C(C)(C)C)C2(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,,271.0,,14.1,14.6
Perm186,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)S(O)(=O)=O,,340.0,45.0,11.0,
Perm187,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(O)C=C1,340.0,530.0,82.0,23.0,46.0
Perm188,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(O[Si](C)(C)C(C)(C)C)C=C1,1000.0,2300.0,470.0,210.0,540.0
Perm189,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC(O)=C1,1700.0,3000.0,580.0,210.0,490.0
Perm190,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC(O[Si](C)(C)C(C)(C)C)=C1,3900.0,7200.0,2100.0,1300.0,3300.0
Perm191,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,,6200.0,1710.0,930.0,
Perm192,Vinyl and Vinylidene Polymers,CC(C)(C)C1=CC=C(C=C1)C(*)C*,,140.05,35.5,8.4,16.7
Perm193,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,1200.0,3300.0,620.0,250.0,730.0
Perm194,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,455.0,1220.0,195.0,70.5,190.0
Perm195,High Temperature Polymers,CC(C)(C)C1=CC=C(C=C1)N1C(*)=NC2=C1C=CC(=C2)C1=CC2=C(C=C1)N(C(=N2)C1=CC(=CC(*)=C1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C,,,,,
Perm196,High Temperature Polymers,CC(C)(C)C1=CC=C(C=C1)N1C(*)=NC2=C1C=CC(=C2)C1=CC2=C(C=C1)N(C(=N2)C1=CC=CC(*)=C1)C1=CC=C(C=C1)C(C)(C)C,,,,,
Perm197,Polyimides and Polypyrrolones,CC(C)(C)C1=CC=C(OC2=CC3=C(C=C2C2=C(OC4=CC=C(C=C4)C(C)(C)C)C=C4C(=O)N(C(=O)C4=C2)C2=CC=C(OC4=CC=C(*)C=C4)C=C2)C(=O)N(*)C3=O)C=C1,,85.6,11.3,2.95,3.16
Perm198,Polyphosphazenes,CC(C)(C)C1=CC=C(OP(*)(OC2=CC=C(C=C2)C(C)(C)C)=N*)C=C1,23.0,17.0,8.2,2.4,1.7
Perm199,Polyphosphazenes,CC(C)(C)COP(*)(OCC(C)(C)C)=N*,65.7,48.7,15.4,3.46,7.51
Perm200,Vinyl and Vinylidene Polymers,CC(C)(C)OC(=O)C(*)C(*)C(=O)OC1CCCCC1,72.0,,17.0,5.0,
Perm201,Vinyl and Vinylidene Polymers,CC(C)(C)OC(=O)C(C)(*)C*,62.2,15.1,4.53,0.768,0.719
Perm202,Conjugated Polymers (excl. subst. acetylenes/propynes),CC(C)(C)[Si](C)(C)C1=CC(*)=CC=C1\C=C\*,,26.0,6.5,1.5,
Perm203,Substituted Polyacetylenes,CC(C)(C)[Si](C)(C)OC1=CC(=CC=C1)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,1600.0,2900.0,810.0,430.0,1100.0
Perm204,Substituted Polyacetylenes,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,1500.0,3800.0,830.0,390.0,1100.0
Perm205,Substituted Polyacetylenes,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)C(*)=C(*)C1=CC=C(F)C=C1,315.0,800.0,140.0,55.0,140.0
Perm206,Substituted Polyacetylenes,CC(C)(C)[Si](C)(C)OC1=CC=CC(=C1)C(*)=C*,64.0,58.0,17.0,7.6,12.0
Perm207,Polysulfones,CC(C)(C1=CC(=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C(O)(C(F)(F)F)C(F)(F)F)C1=CC=C(*)C(=C1)C(O)(C(F)(F)F)C(F)(F)F,,5.4,1.5,0.22,
Perm208,Polycarbonates,CC(C)(C1=CC(Br)=C(*)C(Br)=C1)C1=CC(Br)=C(OC(=O)O*)C(Br)=C1,43.0,4.215,1.43,0.191,0.123
Perm209,Polyarylates,CC(C)(C1=CC(Br)=C(O*)C(Br)=C1)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,18.05,4.93,1.295,0.179,0.142
Perm210,Polycarbonates,CC(C)(C1=CC(Cl)=C(*)C(Cl)=C1)C1=CC(Cl)=C(OC(=O)O*)C(Cl)=C1,,6.68,2.295,0.36,0.223
Perm211,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC2C(C=C1)C(=O)N(C2=O)C1=CC=C(O*)C=C1)C1=CC=C2C(=C)N(C(=C)C2=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C3C(=C2)C(C)(C)CC3(C)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,17.7,9.36,1.83,0.33,
Perm212,High Temperature Polymers,CC(C)(C1=CC2N=C(*)OC2C=C1)C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,12.5,2.7,0.78,0.12,0.086
Perm213,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC(=CC=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F,38.2,10.7,2.89,0.473,0.217
Perm214,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(CN)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,,1.95,0.7,0.11,0.11
Perm215,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(CN2C(=O)C3=C(C=CC=C3)C2=O)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,,2.12,0.54,0.08,0.08
Perm216,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(N)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,,2.95,0.745,0.12,0.12
Perm217,High Temperature Polymers,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(*)=N2)C=C1,12.2,2.91,0.6,0.13,0.07
Perm218,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,,30.0,,,0.697
Perm219,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,,30.0,7.5,1.34,0.7
Perm220,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(OC3=CC=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3)C=C2)C1=O,9.33,2.65,0.586,0.104,0.0692
Perm221,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(*)C3=O,17.0,26.9,7.1,1.5,0.9015
Perm222,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C(=O)C2=CC=C(O*)C=C2)C=C1,8.9,3.3,0.75,0.1295,0.14
Perm223,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,20.1,10.8,2.39,0.4695,0.5
Perm224,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,14.0,5.6,1.395,0.249,0.2575
Perm225,Uncategorised,CC(C)(C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(C2=CC=C(O*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1,22.8,8.0,2.4,0.44,0.345
Perm226,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC(=CC=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,10.6,2.8,0.69,0.11,0.111
Perm227,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(C=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,36.0,6.8,1.8,0.3205,0.34
Perm228,Polycarbonates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(*)=O)C=C1,13.0,7.54,1.484,0.3,0.331
Perm229,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C1,,11.6,2.5,0.625,0.678
Perm230,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,,9.9,2.04,0.364,0.471
Perm231,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,,5.6,1.45,0.272,0.269
Perm232,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,,4.0,0.93,0.139,0.148
Perm233,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=C(F)C(F)=C(COC(C3CCCC(C3)C(OCC3=C(F)C(F)=C(*)C(F)=C3F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)=C2F)C=C1,17.0,6.4,2.1,0.48,0.32
Perm234,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,,1.8,0.4,0.53,0.04
Perm235,Uncategorised,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=CC(=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,,1.3,0.4,0.0526,0.0356
Perm236,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,11.0,3.5,1.0,0.16,0.18
Perm237,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,9.07,2.19,0.604,0.087,0.084
Perm238,Uncategorised,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C)(C)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,12.4,4.4,1.1,0.21,0.22
Perm239,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=C3C=CC=CC3=C(*)C=C2)C=C1,,4.7,1.2,0.15,0.08
Perm240,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,14.0,5.6,1.4,0.25,0.25
Perm241,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OCCC(O)*)C=C1,,0.5,0.09,0.019,0.02
Perm242,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C2=CC(=C(OC3=CC4=C(C=C3)C(C)(C)CC43CC(C)(C)C4=C3C=C(OC3=CC=C(C=C3C(F)(F)F)C3=CC=C(*)C=C3)C=C4)C=C2)C(F)(F)F)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,,23.87,9.92,1.02,0.35
Perm243,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(O)N(*)C3O)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C2=CC=C(OC3=CC=C(C=C3)C3(C)CC(C)(C)C4=C3C=C(OC3=CC=C(C=C3C(F)(F)F)C3=CC=C(*)C=C3)C=C4)C(=C2)C(F)(F)F)C=C1,,39.45,10.95,2.08,1.38
Perm244,Polyamides and poly(amide-imides),CC(C)(C1=CC=C(OC2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=CC(*)=C2)C=C1,,,0.277,0.0323,
Perm245,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC=C(OC3=CC=C(C=C3)C3(C4=C(C=CC=C4)C4=C3C=CC=C4)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C(=C2)C(F)(F)F)C=C1,,22.52,7.01,1.19,1.01
Perm246,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1,8.9,2.8,0.54,0.11,
Perm247,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1,,2.8,0.596,0.0938,0.0846
Perm248,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(OC4=CC5=C(C=C4)C(=O)N(*)C5=O)C=C3C2=O)C=C1,8.0,2.7,0.49,0.07,
Perm249,Polysulfones,CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1)C1=CC=CC(O*)=C1,8.0,1.5,0.39,0.066,0.052
Perm250,Polysulfones,CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C1=CC(*)=CC=C1,,1.5,0.39,0.0661,0.0432
Perm251,Polyamides and poly(amide-imides),CC(C)(C1=CC=C(OC2=CC=C(N*)C=C2)C=C1)C1=CC=C(OC2=CC=C(NC(=O)C3=CC4C(C=C3)C(C)(CC4(C)C)C3=CC=C(C=C3)C(*)=O)C=C2)C=C1,,9.6,1.91,0.31,0.33
Perm252,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC(=C(OC3=CC=C(C=C3)C3(N(C(=O)C4=C3C=CC=C4)C3=CC=CC=C3)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C=C2)C(F)(F)F)C=C1,,16.61,4.25,0.95,0.84
Perm253,Polymers with High Free Volume,CC(C)C(*)=C(C)*,5720.0,10700.0,2700.0,1250.0,2690.0
Perm254(ladder),Polymers with High Free Volume,CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C(*)C(*)=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=C(C)C(C)=C(N2C(=O)C3=C(C=C(O*)C(O*)=C3)C2=O)C(C)=C1C,3431.0,,542.0,87.42,83.68
Perm255(ladder),Polymers with High Free Volume,CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C(*)C(*)=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1N=C(*)C(*)=NC1=C3,1105.0,,61.0,7.09,7.27
Perm256(ladder),Polymers with High Free Volume,CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C1N(*)CN(C*)C1=C3)C1=C2C=C(*)C(*)=C1,4740.0,,1073.0,188.25,215.45
Perm257,Polyimides_NEW,CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C1OC4=C(OC1=C3)C=C1C(=O)N(*)C(=O)C1=C4)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=C(C)C2=C(C=C1C)C1C3=C(C=CC=C3)C2C2=C1C=C(C)C(*)=C2C,4140.0,5010.0,1153.0,306.0,395.0
